Fiscal Year,Business Unit,Journal Entry Number,Period,Effective Date,Source,GL Account Number,GL Account Name,Functional Amount,Functional Currency Code,JE Description,Preparer ID,Entry Date,JE Line Number,JE Line Description,User Defined Field 1,User Defined Field 2,User Defined Field 3
2024,Eddey Finance,14120,2024-05,2024-05-01,Purchase,1500,Fixed Assets,23050.79,EUR,Customer refund,user4,2024-05-01 06:33:00,4120,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14121,2024-12,2024-12-03,Payroll,2000,Accounts Payable,27007.62,EUR,Intercompany transaction,user3,2024-12-03 14:49:00,4121,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14122,2024-06,2024-06-03,Tax,4000,Revenue,-6983.11,EUR,Intercompany transaction,user3,2024-06-03 11:03:00,4122,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14123,2024-06,2024-06-08,Investment,1000,Cash,27643.4,EUR,Tax payment,user1,2024-06-08 08:05:00,4123,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14124,2025-02,2025-02-03,Depreciation,8000,Tax Expense,33733.61,EUR,Intercompany transaction,user4,2025-02-03 09:31:00,4124,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14125,2024-11,2024-11-03,Purchase,6000,Salaries Expense,1846.82,EUR,Intercompany transaction,user5,2024-11-03 13:06:00,4125,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14126,2024-03,2024-03-30,Sales,6000,Salaries Expense,-19493.11,EUR,Intercompany transaction,user4,2024-03-30 22:13:00,4126,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14127,2025-02,2025-02-20,Adjustment,2100,Accrued Expenses,25144.59,EUR,Monthly sales revenue,admin,2025-02-20 06:01:00,4127,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14128,2024-08,2024-08-28,Depreciation,3100,Retained Earnings,-15227.57,EUR,Asset depreciation,user2,2024-08-28 00:37:00,4128,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14129,2024-02,2024-02-25,Sales,1000,Cash,-35585.42,EUR,Year-end adjustment,admin,2024-02-25 15:12:00,4129,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14130,2024-08,2024-08-01,Loan Payment,4000,Revenue,22659.81,EUR,Tax payment,user5,2024-08-01 11:34:00,4130,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14131,2024-06,2024-06-25,Purchase,6100,Office Expenses,49729.5,EUR,Manual correction entry,admin,2024-06-25 07:10:00,4131,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14132,2024-08,2024-08-26,Sales,4000,Revenue,-2895.15,EUR,Customer refund,user2,2024-08-26 16:04:00,4132,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14133,2024-12,2024-12-23,Investment,1300,Inventory,1053.32,EUR,Asset depreciation,user1,2024-12-23 11:05:00,4133,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14134,2025-03,2025-03-13,Sales,5200,Manufacturing Overhead,21148.82,EUR,Manual correction entry,user1,2025-03-13 04:04:00,4134,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14135,2024-10,2024-10-26,Depreciation,3000,Owner's Equity,17531.45,EUR,Tax payment,user5,2024-10-26 22:01:00,4135,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14136,2024-10,2024-10-30,Loan Payment,1200,Accounts Receivable,-2346.6,EUR,Bonus payout,user1,2024-10-30 05:05:00,4136,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14137,2025-03,2025-03-11,Sales,5200,Manufacturing Overhead,25572.62,EUR,Year-end adjustment,user5,2025-03-11 10:42:00,4137,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14138,2024-07,2024-07-14,Purchase,5000,Cost of Goods Sold,210.9,EUR,Tax payment,user5,2024-07-14 00:09:00,4138,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14139,2024-07,2024-07-15,Manual Entry,6200,Depreciation Expense,-9834.64,EUR,Year-end adjustment,user4,2024-07-15 22:30:00,4139,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14140,2024-09,2024-09-03,Depreciation,2000,Accounts Payable,44043.93,EUR,Customer refund,user2,2024-09-03 19:36:00,4140,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14141,2024-03,2024-03-04,Adjustment,6200,Depreciation Expense,26632.6,EUR,Supplier payment,user2,2024-03-04 02:44:00,4141,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14142,2024-04,2024-04-28,Tax,3000,Owner's Equity,-6888.91,EUR,Intercompany transaction,user5,2024-04-28 16:38:00,4142,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14143,2025-03,2025-03-24,Investment,6000,Salaries Expense,-25447.02,EUR,Intercompany transaction,user4,2025-03-24 23:16:00,4143,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14144,2024-01,2024-01-03,Manual Entry,3100,Retained Earnings,-36293.92,EUR,Supplier payment,user3,2024-01-03 13:58:00,4144,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14145,2024-06,2024-06-29,Sales,2000,Accounts Payable,-41882.46,EUR,Manual correction entry,user3,2024-06-29 16:21:00,4145,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14146,2024-11,2024-11-21,Loan Payment,1300,Inventory,-16595.82,EUR,Monthly sales revenue,user3,2024-11-21 23:32:00,4146,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14147,2025-01,2025-01-20,Loan Payment,3100,Retained Earnings,-3041.54,EUR,Loan repayment,user2,2025-01-20 19:57:00,4147,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14148,2024-04,2024-04-01,Payroll,7000,Interest Expense,-47537.39,EUR,Investment income,user3,2024-04-01 13:37:00,4148,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14149,2024-03,2024-03-21,Sales,2000,Accounts Payable,-27026.72,EUR,Asset depreciation,user5,2024-03-21 21:51:00,4149,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14150,2024-10,2024-10-26,Investment,3100,Retained Earnings,-6706.31,EUR,Year-end adjustment,user3,2024-10-26 04:52:00,4150,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14151,2025-01,2025-01-05,Manual Entry,8000,Tax Expense,4022.33,EUR,Loan repayment,user2,2025-01-05 19:43:00,4151,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14152,2024-09,2024-09-16,Loan Payment,6100,Office Expenses,36959.3,EUR,Tax payment,user2,2024-09-16 20:39:00,4152,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14153,2024-06,2024-06-15,Loan Payment,1500,Fixed Assets,-21962.41,EUR,Loan repayment,user5,2024-06-15 23:47:00,4153,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14154,2024-01,2024-01-26,Adjustment,3100,Retained Earnings,-29938.84,EUR,Intercompany transaction,admin,2024-01-26 03:08:00,4154,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14155,2024-03,2024-03-03,Purchase,4000,Revenue,-34495.56,EUR,Year-end adjustment,user1,2024-03-03 19:39:00,4155,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14156,2024-02,2024-02-06,Purchase,6000,Salaries Expense,35404.37,EUR,Bonus payout,admin,2024-02-06 10:07:00,4156,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14157,2024-03,2024-03-17,Payroll,9999,Suspense Account,-48348.27,EUR,Year-end adjustment,user4,2024-03-17 14:29:00,4157,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14158,2025-01,2025-01-28,Payroll,7000,Interest Expense,43837.79,EUR,Bonus payout,user5,2025-01-28 08:08:00,4158,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14159,2024-12,2024-12-30,Loan Payment,6100,Office Expenses,-30709.97,EUR,Supplier payment,user4,2024-12-30 12:04:00,4159,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14160,2024-03,2024-03-30,Payroll,3100,Retained Earnings,-32728.16,EUR,Investment income,user5,2024-03-30 07:31:00,4160,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14161,2024-08,2024-08-16,Payroll,1300,Inventory,33989.19,EUR,Supplier payment,user5,2024-08-16 22:18:00,4161,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14162,2024-07,2024-07-30,Purchase,1200,Accounts Receivable,-13671.16,EUR,Employee salary payment,admin,2024-07-30 01:30:00,4162,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14163,2024-05,2024-05-11,Depreciation,6000,Salaries Expense,-2273.3,EUR,Monthly sales revenue,user1,2024-05-11 23:44:00,4163,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14164,2024-09,2024-09-17,Loan Payment,6200,Depreciation Expense,-27425.71,EUR,Employee salary payment,user1,2024-09-17 00:45:00,4164,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14165,2025-03,2025-03-05,Depreciation,5100,Direct Labor,17787.76,EUR,Monthly sales revenue,admin,2025-03-05 12:18:00,4165,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14166,2024-12,2024-12-20,Investment,3000,Owner's Equity,-5375.62,EUR,Loan repayment,user5,2024-12-20 01:40:00,4166,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14167,2024-05,2024-05-15,Depreciation,5100,Direct Labor,-19265.98,EUR,Manual correction entry,admin,2024-05-15 08:11:00,4167,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14168,2024-03,2024-03-28,Purchase,2100,Accrued Expenses,-47509.83,EUR,Year-end adjustment,user5,2024-03-28 22:21:00,4168,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14169,2024-04,2024-04-08,Loan Payment,5200,Manufacturing Overhead,20759.5,EUR,Tax payment,admin,2024-04-08 01:57:00,4169,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14170,2024-06,2024-06-15,Purchase,1500,Fixed Assets,32723.91,EUR,Supplier payment,admin,2024-06-15 17:32:00,4170,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14171,2024-07,2024-07-13,Manual Entry,1300,Inventory,12910.72,EUR,Year-end adjustment,admin,2024-07-13 05:23:00,4171,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14172,2024-04,2024-04-27,Depreciation,9999,Suspense Account,31319.92,EUR,Monthly sales revenue,user3,2024-04-27 07:56:00,4172,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14173,2024-07,2024-07-13,Manual Entry,5100,Direct Labor,42533.67,EUR,Intercompany transaction,user4,2024-07-13 08:34:00,4173,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14174,2024-10,2024-10-26,Purchase,3000,Owner's Equity,35826.05,EUR,Monthly sales revenue,user5,2024-10-26 20:41:00,4174,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14175,2024-04,2024-04-26,Adjustment,3100,Retained Earnings,-21372.54,EUR,Year-end adjustment,admin,2024-04-26 09:52:00,4175,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14176,2024-07,2024-07-22,Investment,2200,Short-Term Loan,6270.01,EUR,Year-end adjustment,user4,2024-07-22 09:07:00,4176,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14177,2024-07,2024-07-19,Depreciation,6000,Salaries Expense,-1882.69,EUR,Manual correction entry,admin,2024-07-19 08:17:00,4177,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14178,2024-02,2024-02-10,Payroll,1300,Inventory,-43821.22,EUR,Investment income,admin,2024-02-10 09:33:00,4178,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14179,2024-12,2024-12-16,Investment,1500,Fixed Assets,-8350.91,EUR,Intercompany transaction,user4,2024-12-16 07:00:00,4179,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14180,2024-09,2024-09-03,Sales,3000,Owner's Equity,-37752.64,EUR,Intercompany transaction,user2,2024-09-03 09:17:00,4180,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14181,2024-11,2024-11-08,Investment,3000,Owner's Equity,14439.41,EUR,Year-end adjustment,user3,2024-11-08 14:56:00,4181,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14182,2024-06,2024-06-13,Adjustment,9999,Suspense Account,-42382.03,EUR,Bonus payout,user5,2024-06-13 22:46:00,4182,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14183,2024-03,2024-03-09,Manual Entry,3100,Retained Earnings,41429.82,EUR,Tax payment,user4,2024-03-09 11:43:00,4183,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14184,2024-11,2024-11-29,Purchase,6000,Salaries Expense,-45018.88,EUR,Intercompany transaction,user2,2024-11-29 19:17:00,4184,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14185,2025-01,2025-01-02,Adjustment,2100,Accrued Expenses,-39634.84,EUR,Year-end adjustment,user5,2025-01-02 11:01:00,4185,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14186,2025-02,2025-02-28,Investment,2200,Short-Term Loan,33487.11,EUR,Tax payment,user2,2025-02-28 05:45:00,4186,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14187,2024-01,2024-01-30,Purchase,1400,Prepaid Expenses,-11157.26,EUR,Bonus payout,user2,2024-01-30 08:43:00,4187,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14188,2024-12,2024-12-08,Payroll,2000,Accounts Payable,1546.12,EUR,Monthly sales revenue,user5,2024-12-08 11:52:00,4188,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14189,2024-09,2024-09-30,Adjustment,2100,Accrued Expenses,-36478.35,EUR,Supplier payment,user2,2024-09-30 15:19:00,4189,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14190,2024-09,2024-09-14,Adjustment,6000,Salaries Expense,-45090.72,EUR,Asset depreciation,user2,2024-09-14 04:07:00,4190,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14191,2024-10,2024-10-24,Depreciation,6200,Depreciation Expense,-45061.23,EUR,Investment income,user3,2024-10-24 03:28:00,4191,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14192,2024-05,2024-05-09,Adjustment,2000,Accounts Payable,-42512.02,EUR,Year-end adjustment,user2,2024-05-09 19:33:00,4192,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14193,2024-12,2024-12-20,Payroll,6000,Salaries Expense,-33629.72,EUR,Intercompany transaction,user5,2024-12-20 12:01:00,4193,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14194,2024-01,2024-01-08,Adjustment,4100,Other Income,45732.22,EUR,Bonus payout,user2,2024-01-08 04:28:00,4194,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14195,2024-11,2024-11-04,Manual Entry,3000,Owner's Equity,19152.85,EUR,Supplier payment,user3,2024-11-04 11:55:00,4195,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14196,2025-02,2025-02-03,Payroll,5200,Manufacturing Overhead,28187.72,EUR,Investment income,user3,2025-02-03 21:54:00,4196,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14197,2024-12,2024-12-19,Manual Entry,4100,Other Income,42944.48,EUR,Loan repayment,user1,2024-12-19 03:33:00,4197,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14198,2025-01,2025-01-06,Payroll,6000,Salaries Expense,1931.06,EUR,Investment income,user2,2025-01-06 21:25:00,4198,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14199,2024-12,2024-12-10,Depreciation,3000,Owner's Equity,-21723.79,EUR,Customer refund,admin,2024-12-10 23:05:00,4199,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14200,2024-04,2024-04-05,Payroll,9999,Suspense Account,26012.1,EUR,Employee salary payment,user2,2024-04-05 11:00:00,4200,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14201,2025-01,2025-01-03,Sales,5100,Direct Labor,29045.59,EUR,Tax payment,user4,2025-01-03 21:12:00,4201,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14202,2024-07,2024-07-19,Depreciation,3000,Owner's Equity,-6178.47,EUR,Loan repayment,user4,2024-07-19 16:02:00,4202,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14203,2025-03,2025-03-04,Manual Entry,1400,Prepaid Expenses,22767.03,EUR,Tax payment,user1,2025-03-04 07:11:00,4203,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14204,2024-08,2024-08-06,Depreciation,7000,Interest Expense,45450.94,EUR,Intercompany transaction,user5,2024-08-06 05:41:00,4204,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14205,2024-05,2024-05-19,Tax,3000,Owner's Equity,26698.27,EUR,Tax payment,admin,2024-05-19 22:24:00,4205,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14206,2024-04,2024-04-18,Depreciation,4100,Other Income,2245.08,EUR,Manual correction entry,user5,2024-04-18 21:29:00,4206,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14207,2025-03,2025-03-01,Purchase,3000,Owner's Equity,35506.5,EUR,Asset depreciation,user4,2025-03-01 22:42:00,4207,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14208,2025-01,2025-01-27,Investment,7000,Interest Expense,12872.23,EUR,Supplier payment,user5,2025-01-27 20:35:00,4208,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14209,2024-10,2024-10-18,Adjustment,2200,Short-Term Loan,-21388.42,EUR,Supplier payment,user5,2024-10-18 20:37:00,4209,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14210,2024-02,2024-02-02,Payroll,4100,Other Income,1765.28,EUR,Intercompany transaction,user5,2024-02-02 08:12:00,4210,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14211,2025-01,2025-01-13,Purchase,2200,Short-Term Loan,34239.71,EUR,Customer refund,user2,2025-01-13 12:36:00,4211,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14212,2024-09,2024-09-28,Depreciation,2100,Accrued Expenses,37822.26,EUR,Monthly sales revenue,user5,2024-09-28 17:34:00,4212,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14213,2024-06,2024-06-18,Loan Payment,5200,Manufacturing Overhead,7497.49,EUR,Year-end adjustment,user2,2024-06-18 01:39:00,4213,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14214,2024-11,2024-11-23,Depreciation,4000,Revenue,-34255.06,EUR,Year-end adjustment,user1,2024-11-23 10:26:00,4214,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14215,2024-12,2024-12-26,Purchase,6000,Salaries Expense,-309.35,EUR,Asset depreciation,user5,2024-12-26 05:34:00,4215,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14216,2024-07,2024-07-31,Loan Payment,5200,Manufacturing Overhead,-9118.49,EUR,Intercompany transaction,user2,2024-07-31 15:17:00,4216,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14217,2024-03,2024-03-03,Investment,1400,Prepaid Expenses,-44245.11,EUR,Employee salary payment,user5,2024-03-03 07:11:00,4217,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14218,2024-07,2024-07-14,Tax,5200,Manufacturing Overhead,358.6,EUR,Bonus payout,user2,2024-07-14 19:34:00,4218,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14219,2024-07,2024-07-09,Loan Payment,4100,Other Income,-4450.98,EUR,Supplier payment,user5,2024-07-09 11:13:00,4219,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,14220,2025-03,2025-03-14,Purchase,1400,Prepaid Expenses,-13781.15,EUR,Year-end adjustment,user1,2025-03-14 04:10:00,4220,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
